full_name,included_libraries
cognizant-ai-labs/covid-xprize,"h5py, keras, neat-python, numpy, pandas, scikit-learn, scipy, setuptools, tensorflow"
fugue-project/tune,"cloudpickle, fs, fugue, triad"
mjwen/rxnrep,"numpy, pandas, pytorch-lightning, pyyaml, requests, scikit-learn"
talmago/spacy_ke,spacy
saltudelft/CD4Py,"annoy, dpu-utils, joblib, numpy, pandas, scikit-learn, tqdm"
lucko515/ml_tutor,"numpy, pandas, scikit-learn"
shenyunhang/UWSOD,"cloudpickle, future, mock, pillow, pycocotools, pydot, tabulate, tensorboard, termcolor, tqdm, yacs"
wilsonjr/SHAP_FSelection,"numpy, shap"
improve-ai/python-ranker,"cython, numpy, orjson, requests, xgboost, xxhash"
ml-jku/align-rudder,"biopython, gym, natsort, pandas, scikit-learn, seaborn, tqdm"
ucl-exoplanets/pylightcurve-torch,torch
CPBridge/ct_body_composition,"highdicom, numpy, pandas, pydicom, scikit-image, scipy, tensorflow"
chenhao2345/ABMT,"h5py, metric-learn, numpy, pillow, scikit-learn, scipy, six, torch, torchvision"
tfmortie/uaml,"joblib, numpy, scikit-learn, setuptools"
deepimagej/pydeepimagej,"numpy, ruamel-yaml, scikit-image"
eaedk/testing-zindi-package,"pandas, requests, requests-toolbelt, tdqm"
sagepublishing/rejected_article_tracker_pkg,"fuzzywuzzy, gensim, langdetect, markdown, numpy, openpyxl, pandas, python-levenshtein, requests, scikit-learn, tqdm, xlsxwriter, xmltodict"
jrieke/traintool,"comet-ml, editdistance, fastapi, imageio, joblib, loguru, mnist, numpy, pytorch-ignite, pyyaml, scikit-learn, tensorboard, tensorboardx, torch, torchvision, uvicorn"
phelps-matthew/FeatherMap,"numpy, packaging, pandas, torch, torchvision"
quantum-machine-learning/pyqml,"beautifulsoup4, validators"
jafetgado/PyCanal,"numpy, pandas"
divelab/DIG,"captum, gdown, ipython, pandas, rdkit-pypi, scipy, shap, sympy, tqdm, typed-argument-parser"
lucidrains/lambda-networks,"einops, torch"
lucidrains/performer-pytorch,"einops, torch"
aamini/evidential-deep-learning,numpy
naver/kapture-localization,"build, cvxpy, kapture, numba, numpy, opencv-python, tabulate, torch"
CompVis/net2net,"numpy, torch, tqdm"
BenevolentAI/MolBERT,"flake8, mypy, pytest, pytorch-lightning, scikit-learn, scipy, torch, transformers"
y0ast/DUE,"gpytorch, scikit-learn, torch"
verashira/TSPNet,"cffi, cython, numpy, regex, sacrebleu, torch, tqdm"
julestalloen/pytorch-hebbian,"numpy, pillow, pytorch-ignite, scikit-image, scikit-learn, scipy, tensorboard, torch, torchvision, tqdm, wrapt"
jenicek/asmk,numpy
SamsungLabs/eagle,"numpy, pyyaml, tensorflow, torch, tqdm"
aaronwalsman/ltron,"gdown, gym, numpy, pyquaternion, scipy, splendor-render, tqdm"
thomashirtz/pytaurus,pandas
iomega/ms2query,"gensim, h5py, ms2deepscore, numpy, onnx, onnxruntime, pandas, pyarrow, scikit-learn, torch, tqdm"
pseeth/argbind,"docstring-parser, pyyaml"
DAIRLab/contact-nets,"click, gitpython, glfw, grpcio, imageio, moviepy, mplcursors, osqp, pillow, pygame, pyomo, pyopengl, pyopengl-accelerate, tabulate, tensorboard, tensorboardx, tensorflow, torch, vpython"
hperrot/splatting,torch
Space-Robotics-Laboratory/rlstar,"click, cloudpickle, gym, joblib, keras, numpy, opencv-python, scipy, tqdm"
thudzj/ScalableBDL,torch
sensiml/open-gateway,"bleak, flask, flask-wtf, mss, nest-asyncio, numpy, opencv-python, pyserial, requests, wtforms"
dlvu/vugrad,numpy
nyu-wireless/mmwchanmod,"numpy, scikit-learn, scipy, tensorflow"
xiyou3368/DGVAE,"networkx, numpy, scikit-learn, scipy, tensorflow"
cdpierse/pyinfer,tabulate
fluidml/fluidml,"bokeh, networkx, pydantic, rich, tblib"
tim-hilt/vlad,"numpy, scikit-learn"
cfcooney/BiModNeuroCNN,"braindecode, mne, numpy, pandas, scipy"
usnistgov/ACE,setuptools
janclemenslab/das_unsupervised,"colorcet, hdbscan, librosa, noisereduce, numpy, pillow, scipy, seaborn, sklearn, umap-learn"
Neural-Space/genos,omegaconf
Zuber-group/CryoVesNet,"colorama, h5py, jupyter, jupyterlab, mrcfile, numpy, pandas, scikit-image, scipy, tifffile, tqdm"
ashleve/lightning-hydra-template,lightning
THUMNLab/AutoGL,"deeprobust, dill, lightgbm"
shreyashankar/create-ml-app,"pylint, torch, torchvision"
esa/torchquad,"autoray, loguru, scipy, tqdm"
NDelventhal/cot_reports,"beautifulsoup4, pandas, requests"
csteinmetz1/IIRNet,"pytorch-lightning, scipy, torch, torchaudio, torchvision"
simtony/mlrunner,"dill, multiprocess, pandas, pyyaml, tabulate"
iperov/litenn,numpy
lkevinzc/dance,"cloudpickle, pillow, polygon3, python-levenshtein, shapely, tabulate, tensorboard, termcolor, tqdm, yacs"
tuttelikz/farabio,"albumentations, docutils, jupyterlab, numpy, numpydoc, pandas, scikit-image, scikit-learn, sphinx, sphinx-rtd-theme, torch, torchaudio, torchvision, tqdm"
PaccMann/paccmann_proteomics,"loguru, numpy, scikit-learn, scipy, seaborn, tensorboardx, tokenizers, torch, torchvision, transformers"
frankkramer-lab/aucmedi,"albumentations, keras-applications, numpy, pandas, pathos, pillow, pooch, scikit-image, scikit-learn, simpleitk, tensorflow"
DemetersSon83/Markowitzify,"numpy, pandas, pandas-datareader, requests, scipy, sklearn, statsmodels"
microsoft/vision-evaluation,"numpy, opencv-python-headless, pillow, pycocotools, scikit-learn"
evinism/TinyBaker,"fsspec, typeguard"
manuel-calzolari/shapicant,"numpy, pandas, scikit-learn, shap, tqdm"
czming/RONELD-Lane-Detection,"numba, numpy, opencv-python, scipy"
rosefun/SemiSupervised,"numpy, pandas, sklearn"
lichao312214129/easylearn,"imbalanced-learn, joblib, nibabel, numpy, openpyxl, pandas, progressbar, pyqt5, pyqt5-sip, python-dateutil, requests, scikit-learn, scipy, seaborn, xlrd"
segmind/cral,"albumentations, jsonpickle, pandas, pycocotools, pydensecrf, tqdm, xxhash"
iperov/litenn-apps,"numpy, opencv-python"
ivan-alles/blender-dataset,numpy
EStrahl/gaikpy,"ikpy, m2r2, numpy, scipy, sphinx, sympy, transforms3d, urdfpy"
JeroenBertels/deepvoxnet2,"comet-ml, jupyter, nibabel, numba, numpy, opencv-python, openpyxl, pandas, pillow, pydicom, pydot, scikit-image, scikit-learn, scipy, seaborn, tensorflow, tensorflow-addons, tensorflow-probability, transforms3d, twine, xlrd"
averbis/averbis-python-api,"dkpro-cassis, requests, types-requests"
mikomel/area-attention,torch
MIR-MU/seqrep,"hrv-analysis, pandas, pandas-ta, plotly, scikit-learn, ta, tqdm"
ThomasBudd/ovseg,"nibabel, numpy, rt-utils, scikit-image, scipy, torch, tqdm"
agijsberts/ssgpr,"numpy, scipy"
lucidrains/alphafold2,"biopython, einops, mdtraj, numpy, requests, sidechainnet, torch, tqdm, transformers"
Megvii-BaseDetection/cvpods,"appdirs, cloudpickle, colorama, cython, easydict, future, loguru, lvis, megfile, opencv-python, pandas, pillow, portalocker, pycocotools, pydot, seaborn, sklearn, tabulate, tensorboard, termcolor, timm, torch, torchvision, tqdm"
PeizeSun/OneNet,"cloudpickle, future, mock, pillow, pycocotools, pydot, scipy, tabulate, tensorboard, termcolor, tqdm, yacs"
google-research/ravens,"absl-py, gym, numpy, opencv-python, pybullet, scikit-image, scipy, tensorflow, tensorflow-addons, transforms3d"
p-lambda/wilds,"numpy, outdated, pandas, pillow, pytz, scikit-learn, scipy, torch, torchvision, tqdm"
carla-recourse/CARLA,"h5py, ipython, keras, mip, numpy, pandas, scikit-learn, tensorflow, torch, torchvision, xgboost"
vita-epfl/social-nce,"gitpython, gym, numpy, pandas, scipy, seaborn, sklearn, torch, torchvision"
smartscenes/multiscan,"configparser, flask, gevent, gunicorn, imageio, markupsafe, numpy, opencv-python, pandas, paste, pillow, plyfile, pyglet, pymeshlab, pyrender, requests, scipy, tqdm, trimesh"
milutter/deep_lagrangian_networks,"dill, numpy, torch"
boxkite-ml/boxkite,"fluent-logger, numpy, prometheus-client"
mcbal/deep-implicit-attention,"einops, numpy, torch"
HLT-ISTI/QuaPy,"certifi, joblib, pandas, scikit-learn, tqdm, ucimlrepo, xlrd"
Ritvik19/pyradox,"keras, numpy, tensorflow"
YutingXiao/Amodal-Segmentation-Based-on-Visible-Region-Segmentation-and-Shape-Prior,"cloudpickle, imagesize, pillow, tabulate, tensorboard, termcolor, tqdm, yacs"
jsoconno/architectures,graphviz
chenhao2345/ICE,"faiss-gpu, h5py, metric-learn, numpy, pillow, scikit-learn, scipy, six, torch, torchvision"
chenhao2345/GCL,"faiss-gpu, h5py, metric-learn, numpy, opencv-python, pillow, scikit-learn, scipy, six, tensorboard, torch, torchvision"
plantnet/gbif-dl,"aiofiles, aiohttp, aiohttp-retry, filetype, pygbif, requests-cache, tqdm"
PABannier/nanograd,"graphviz, numpy, pyopencl"
UofT-EcoSystem/hfta,"numpy, pandas, scipy, torch"
AllenCell/aics-ml-segmentation,"aicsimageio, numpy, pandas, pyyaml, scikit-image, scipy, tqdm"
paolo626/FastAudioVisual,torch
WUR-AI/MLforCropYieldForecasting,joblibspark
hassaku/audio-plot-lib,"bokeh, gtts, ipython, numpy, pydub"
NLP2CT/Meta-Curriculum,"cffi, numpy, sacrebleu, torch, tqdm"
MadryLab/glm_saga,torch
kherud/neural-additive-models-pt,"absl-py, fsspec, gcsfs, pandas, sklearn, torch, tqdm"
grockious/deepsynth,"cmake, gym, numpy, opencv-python, tensorflow"
tudelft-cda-lab/GROOT,"dill, joblib, numba, numpy, pandas, scikit-learn, scipy, tqdm, wheel"
jnelson18/pyquantrf,"numba, numpy, scikit-learn"
crewml/crewml,"numpy, pandas, scikit-learn, scipy, seaborn"
tonylitianyu/Inverse-RL,gym
pritishmishra703/Scikit-Learn-From-Scratch,"numpy, scipy"
DoubleML/doubleml-serverless,"aiobotocore, boto3, joblib, numpy, pandas, scikit-learn, scipy, statsmodels"
pFindStudio/pDeepXL,"numpy, scikit-learn, scipy, seaborn, torch, torchvision, tqdm"
sony/nnabla-examples,"dominate, pyyaml"
MarcelRobeer/ContrastiveExplanation,"networkx, numpy, pandas, scikit-image, scikit-learn, scipy"
deel-ai/xplique,"deprecated, numpy, opencv-python, scikit-image, scikit-learn, scipy, tensorflow"
SRI-AIC/InterestingnessXRL,"numpy, pygame"
frankkramer-lab/aucmedi,"albumentations, keras-applications, numpy, pandas, pathos, pillow, pooch, scikit-image, scikit-learn, simpleitk, tensorflow"
MaxHalford/xam,"lightgbm, numpy, pandas, scikit-learn, scipy"
thunlp/OpenNRE,"nltk, scikit-learn, transformers"
chaoming0625/NumpyDL,numpy
persephone-tools/persephone,"nltk, numpy, pint, pydub, pympi-ling, scikit-learn, scipy, tensorflow"
rockingdingo/gym-gomoku,gym
halolimat/LNEx,"elasticsearch, elasticsearch-dsl, geopy, nltk, texttable, wordsegment"
TimDettmers/spodernet,"enum34, future, h5py, nltk, numpy, pytest, sklearn, spacy"
Franck-Dernoncourt/NeuroNER,"networkx, scikit-learn, scipy, spacy"
src-d/wmd-relax,numpy
NIHOPA/NLPre,"flashtext, joblib, pyparsing, spacy, unidecode"
istellartech/OpenGoddard,"numpy, scipy"
rizkiarm/LipNet,"dlib, editdistance, h5py, keras, nltk, numpy, pillow, python-dateutil, scipy, tensorflow-gpu, theano"
shibing624/pytextclassifier,"jieba, loguru, numpy, pandas, scikit-learn, transformers"
chrisjbryant/errant,"rapidfuzz, spacy"
Lynten/stanford-corenlp,requests
chakki-works/chazutsu,"joblib, pandas, requests, tqdm"
hdaSprachtechnologie/odenet,networkx
ecohealthalliance/EpiTator,"dateparser, geopy, numpy, pyparsing, python-dateutil, rdflib, regex, six, spacy, unicodecsv"
shaileshahuja/django-bot,"celery, django, slackclient"
tensorflow/tensor2tensor,"absl-py, bz2file, dopamine-rl, flask, future, gevent, google-api-python-client, gunicorn, gym, h5py, numpy, oauth2client, opencv-python, pillow, pypng, requests, scipy, six, sympy, tensorflow-addons, tensorflow-datasets, tensorflow-probability, tqdm"
crownpku/Rasa_NLU_Chi,"boto3, cloudpickle, coloredlogs, future, gevent, jsonschema, klein, numpy, packaging, pathlib, pyyaml, requests, simplejson, six, tqdm, typing"
THUNLP-MT/THUMT,"future, pillow, regex, torch"
the-ethan-hunt/B.E.N.J.I.,"beautifulsoup4, certifi, chardet, colorama, funcsigs, future, jedi, mpmath, numpy, pandas, parso, pickleshare, pygments, simplegeneric, sympy, tempdir, traitlets, wikipedia"
richtier/alexa-voice-service-client,"hyper, requests, requests-toolbelt"
naturalness/sensibility,h5py
7yl4r/crypto-forcast,"pytrends, statsmodels"
andreasgrv/johnny,"chainer, pyyaml, six"
asyml/texar,"funcsigs, numpy, packaging, pathlib, pyyaml, regex, requests, sentencepiece"
bfelbo/DeepMoji,"emoji, h5py, keras, numpy, scikit-learn"
abinashmeher999/voice-data-extract,"imageio, moviepy, mutagen, pysrt, shortuuid, six"
batzner/tensorlm,"nltk, numpy, python-dateutil, tensorflow"
kwrobel-nlp/krnnt,"cython, flask, gunicorn, h5py, jsonlines, keras, numpy, regex, requests, tqdm"
chatopera/Synonyms,"jieba, numpy, scikit-learn, scipy, six"
allenai/bilm-tf,h5py
huggingface/torchMoji,"emoji, numpy, scikit-learn, scipy"
WorksApplications/SudachiPy,sortedcontainers
Baidu-AIP/python-sdk,requests
drmfinlay/pyjsgf,"pyparsing, six"
tsproisl/SoMeWeTa,"numpy, regex"
bheinzerling/bpemb,"gensim, numpy, requests, sentencepiece, tqdm"
githubharald/CTCDecoder,"editdistance, numpy"
kk7nc/RMDL,"keras, nltk, numpy, pandas, scikit-learn, scipy, tensorflow"
OpenNMT/OpenNMT-tf,"ctranslate2, packaging, pyonmttok, pyyaml, rouge, sacrebleu, tensorflow-addons"
NVIDIA/sentiment-discovery,"emoji, numpy, pandas, scikit-learn, seaborn, sentencepiece, unidecode"
marcoancona/DeepExplain,"scikit-image, scipy"
arun1729/cog,xxhash
pnnl/safekit,"numpy, scipy, sklearn, tensorflow"
tokestermw/spacy_hunspell,"hunspell, spacy"
AliAbdelaal/ATKSpy,zeep
zhanzecheng/Time_NLP,"arrow, regex"
ryanInf/Time-NLPY,"arrow, regex"
nkthiebaut/zeugma,"cython, gensim, keras, numpy, pandas, scikit-learn, tensorflow"
koalanlp/python-support,"kss, py4j, requests"
PetrochukM/PyTorch-NLP,"numpy, tqdm"
chen0040/keras-english-resume-parser-and-analyzer,keras
IINemo/isanlp,grpcio
aryaminus/saram,"pillow, setuptools, tesseract, wand"
artbataev/end2end,"numba, numpy, tqdm"
weni-ai/bothub-engine,"django, django-cors-headers, django-environ, django-filter, djangorestframework, pytz, requests, whitenoise"
shibing624/pycorrector,"datasets, jieba, loguru, numpy, pandas, pyahocorasick, pypinyin, six, transformers"
shibing624/dialogbot,"bs4, gensim, jieba, loguru, lxml, nltk, numpy, tqdm, transformers"
Liebeck/spacy-iwnlp,spacy
brainsqueeze/text2vec,"datasets, numpy, pyyaml, tokenizers"
nikitakit/self-attentive-parser,"nltk, spacy, tokenizers, torch"
textvec/textvec,"gensim, numpy, scikit-learn, scipy"
mideind/GreynirEngine,"cffi, typing-extensions"
loginn/ngrams_graphs,networkx
nschaetti/TorchLanguage,"numpy, torch"
mukund109/word-mesh,"numpy, pandas, plotly, scikit-learn, scipy, textacy"
MillionIntegrals/vel,"attrs, cloudpickle, numpy, opencv-python, pandas, pyyaml, scikit-learn"
kibaffo33/aws_transcribe_to_docx,"pandas, python-docx, webvtt-py"
victordibia/data2vis,"numpy, pyrouge, pyyaml"
FlorisHoogenboom/keras-han-for-docla,"keras, tensorflow"
andrewferlitsch/Gap,"beautifulsoup4, h5py, nltk, numpy, opencv-python, pandas, pillow, requests, unidecode"
elsevierlabs-os/nerds,"future, h5py, joblib, keras, networkx, nltk, numpy, pyahocorasick, pyyaml, regex, scipy, sklearn, spacy, tensorflow"
apmoore1/Bella,"filelock, ftfy, gensim, graphviz, keras, networkx, nltk, pandas, pydot, requests, ruamel-yaml, scikit-learn, scipy, seaborn, spacy, tensorflow, tqdm"
autonomio/signs,"cython, gensim, ipython, keras, numpy, pandas, spacy"
fako/spacy_arguing_lexicon,spacy
cle-ros/RoutingNetworks,"numpy, torch"
cisocrgroup/ocrd_cis,"click, numpy, ocrd, opencv-python-headless, pillow, python-levenshtein, scikit-image, scipy, shapely"
shibing624/parrots,"cn2an, einops, fire, g2p-en, huggingface-hub, jieba, librosa, loguru, nltk, pypinyin, soundfile, transformers"
neulab/compare-mt,"absl-py, nltk, numpy, sacrebleu"
NLPatVCU/PaperScraper,"beautifulsoup4, requests, selenium"
apeterswu/RL4NMT,"bz2file, future, numpy, requests, six, sympy"
AccelerateNetworks/DeepSpeech_Frontend,"deepspeech, ffmpeg-python, flask, requests, scipy, uuid"
dpalmasan/TRUNAJOD2.0,spacy
GaoQ1/rasa_nlu_cn,"boto3, cloudpickle, coloredlogs, future, gevent, jsonschema, klein, numpy, packaging, pathlib, pyyaml, requests, simplejson, six, tqdm, typing"
allenai/scispacy,"conllu, joblib, numpy, requests, scipy, spacy"
tensorflow/mesh,"absl-py, future, six"
kpot/keras-transformer,"keras, numpy"
NLPatVCU/medaCy,"gensim, joblib, msgpack-numpy, numpy, pathos, pytorch-crf, scikit-learn, scispacy, spacy, tabulate, torch, transformers, xmltodict"
rolczynski/Automatic-Speech-Recognition,"google-cloud-storage, pandas, scipy, tables, tensorflow"
mmxgn/spacy-clausie,"lemminflect, spacy"
mvaldenegro/keras-uncertainty,"keras, numpy, scipy, tqdm"
chiphuyen/sotawhat,"nltk, six"
yzhangcs/parser,"dill, nltk, numpy, omegaconf, opt-einsum, pathos, stanza, torch, transformers"
materialsintelligence/matscholar,"numpy, requests"
tomhosking/torchseq,"compress-json, jsonlines, lightning, nltk, py-rouge, pydantic, rouge-score, sacrebleu, scipy, sentencepiece, tensorboard, tokenizers, torch, tqdm, transformers, truecase"
CalculatedContent/WeightWatcher,"matplotlib-inline, numpy, pandas, powerlaw, safetensors, scikit-learn, tqdm"
fighting41love/cocoNLP,"arrow, jieba, phonenumbers, pyhanlp, regex"
Shahabks/my-voice-analysis,"numpy, pandas, praat-parselmouth, scipy"
thu-coai/cotk,"checksumdir, nltk, numpy, requests, tqdm"
TharinduDR/Simple-Sentence-Similarity,"flair, numpy, pandas, pyemd, sentence-transformers, stop-words, tensorflow-text, tqdm"
ebu/benchmarkstt,"docutils, editdistance, flask, gunicorn, markupsafe, unidecode"
attapol/tltk,"gensim, nltk, sklearn"
baidu-research/catamount,"numpy, sympy, tensorflow"
akb89/witokit,"beautifulsoup4, natsort, pyicu, pyyaml, tqdm, wikiextractor"
jessevig/bertviz,"boto3, regex, requests, sentencepiece, torch, tqdm, transformers"
freewym/espresso,"bitarray, cffi, cython, numpy, omegaconf, regex, sacrebleu, torch, torchaudio, tqdm"
Shahabks/myprosody,"numpy, pandas, pickleshare, praat-parselmouth, scikit-learn, scipy"
Meelfy/pytorch_pretrained_BERT,"boto3, numpy, requests, torch, tqdm"
ParikhKadam/bidaf-keras,"keras, nltk, tqdm"
interrogator/buzz,"colorama, cython, flake8, isort, joblib, nltk, numpy, pandas, pyarrow, scikit-learn, scipy, seaborn, setuptools, spacy, tensorflow, tqdm"
qiuchili/qnn_torch,"gensim, jieba, keras, nltk, numpy, scipy, sklearn, tensorflow, torch, torchvision"
NLPatVCU/medinify,"bs4, gensim, pandas, requests, spacy, tqdm"
equinor/eNLP,"gensim, nltk, numpy, pandas, rake-nltk, scikit-learn, spacy, wordcloud"
samhavens/roundtrip,google-cloud-translate
Hourout/tensordata,"rarfile, requests"
explosion/spacy-stanza,"spacy, stanza"
thunlp/OpenHowNet,"anytree, requests, setuptools, tqdm"
kootenpv/textsearch,pyahocorasick
kleinay/QANom,"nltk, pandas, scikit-learn, torch, tqdm, transformers"
wetneb/pynif,rdflib
DunZhang/DomainSpecificThesaurus,"gensim, networkx"
DavidNemeskey/cc_corpus,"atoma, beautifulsoup4, boto3, botocore, datasketch, fastapi, justext, lxml, more-itertools, multiprocessing-logging, pybtex, python-magic, pyyaml, redis, requests, requests-toolbelt, simplejson, sqlalchemy, tldextract, tqdm, trafilatura, typing, uvicorn"
Luolc/AdaBound,torch
uma-pi1/kge,"argparse, gpytorch, igraph, numba, numpy, pandas, path, pytest-shutil, pyyaml, sqlalchemy, torch"
uctb/UCTB,"chinesecalendar, keras, numpy, pandas, python-dateutil, pyyaml, scikit-learn, scipy, statsmodels, workalendar, xgboost"
tofunlp/lineflow,gdown
keitakurita/Better_LSTM_PyTorch,torch
idin/linguistics,"abstract, editdistance, jellyfish, numpy, pandas, requests, slytherin, spacy, torch, transformers"
goru001/inltk,"aiohttp, async-timeout, beautifulsoup4, pillow"
megagonlabs/ginza,"plac, spacy, sudachidict-core"
asyml/texar-pytorch,"funcsigs, mypy-extensions, numpy, packaging, regex, requests, sentencepiece, six"
sogou/SogouMRCToolkit,"jieba, numpy, spacy, stanfordnlp, tensorflow-gpu, tqdm"
ICLRandD/Blackstone,"conllu, numpy, pandas, requests, spacy"
xavierpuigf/virtualhome,"certifi, chardet, idna, ipdb, networkx, numpy, opencv-python, pillow, plotly, requests, termcolor, tqdm, urllib3"
feedly/transfer-nlp,"numpy, toml"
lopuhin/transformer-lm,"attrs, numpy, sentencepiece, torch"
antonisa/lang2vec,"numpy, scipy, setuptools"
bond005/deep_ner,"nltk, numpy, pymorphy2, scikit-learn, scipy, spacy, tensorboard, tensorflow"
MI2DataLab/WildNLP,"num2words, numpy"
argilla-io/biome-text,"allennlp, beautifulsoup4, captum, click, datasets, lxml, mlflow, numpy, pandas, pytorch-lightning"
mikahama/natas,"configargparse, distance, spacy"
pmichel31415/teapot-nlp,sacrebleu
sigmeta/distillation-BERT,"boto3, numpy, regex, requests, tensorboardx, torch, tqdm"
NLP-CISUC/NLPyPort,"nltk, numpy, pandas, python-crfsuite, python-dateutil, pytz, scikit-learn, scipy, six, sklearn, tabulate, tqdm, xmltodict"
Lettria/sdk-python,"jsonlines, requests"
dcavar/Flair-JSON-NLP,"flair, pyjsonnlp"
to-aoki/my-pytorch-bert,"sentencepiece, torch, tqdm"
dongrixinyu/chinese_keyphrase_extractor,pkuseg
fmorenopino/HeterogeneousHMM,"numpy, prettytable, scikit-learn, scipy, seaborn"
awebox/awebox,"casadi, cycler, jinja2, kiwisolver, numpy, packaging, pandas, pyparsing, python-dateutil, python-resources, scipy, six, tabulate"
dsfsi/textaugment,"gensim, googletrans, nltk, numpy, textblob"
bjascob/LemmInflect,numpy
natasha/navec,numpy
google-research/turkish-morphology,absl-py
ftarlaci/GPT2sQA,"boto3, numpy, regex, requests, torch, tqdm"
wac81/textda,jieba
luozhouyang/transformers-keras,tokenizers
songlab-cal/tape-neurips2019,"biopython, numpy, pandas, pillow, pymongo, sacred, tensorflow-gpu"
standoff-nlp/standoffconverter,"lxml, numpy, pandas, tqdm"
thserra/MIPLIBing,"lxml, numpy, pandas, requests"
preetham/verifytweet,"click, nltk, pillow, pytesseract, python-dateutil, requests, scikit-learn, werkzeug"
briannemsick/barrage,"click, cytoolz, jsonschema, numpy, pandas"
isi-vista/adam,"attrs, more-itertools, networkx"
gabrielpetersson/recurrent-neural-network-in-numpy,"numpy, scikit-learn"
OmkarPathak/pyresparser,"attrs, blis, certifi, chardet, cymem, idna, jsonschema, nltk, numpy, pandas, pdfminer-six, preshed, pycryptodome, pyrsistent, python-dateutil, pytz, requests, six, sortedcontainers, spacy, srsly, thinc, tqdm, urllib3, wasabi"
PaddlePaddle/MetaGym,"gym, numpy, pillow, six"
TakeLab/spacy-udpipe,spacy
Impavidity/relogic,"boto3, cython, pyjnius, spacy"
ponrawee/ssg,"fire, python-crfsuite, tqdm"
pai-eas/eas-python-sdk,urllib3
jfilter/german-preprocessing,"clean-text, german-lemmatizer, joblib, tqdm, unidecode"
bojone/bert4keras,keras
ShannonAI/service-streamer,"redis, tqdm"
rish-16/gpt2client,"numpy, regex, requests, tensorflow, termcolor, tqdm"
jenojp/negspacy,spacy
akanyaani/gpt-2-tensorflow2.0,"click, ftfy, numpy, sentencepiece, tensorflow, tqdm"
facebookresearch/Mask-Predict,"cffi, gdown, numpy, sacrebleu, torch, tqdm"
AIPHES/emnlp19-moverscore,"portalocker, typing"
zxlzr/MTM,"boto3, numpy, regex, requests, torch, tqdm"
narenst/infinity,"boto3, click, pytz, pyyaml, requests, sentry-sdk, tabulate"
KoichiYasuoka/UniDic2UD,"deplacy, mecab-cygwin"
overwindows/PALM,"cffi, cython"
yedivanseven/PLSA,"nltk, numpy, wordcloud"
JiaPeng1234/MRI-Segmentation-Transformer,"dicom2nifti, nibabel, numpy, pydicom, pyyaml"
gaigutherz/Akkademia,allennlp
natasha/slovnet,"navec, numpy, razdel"
spring-media/headliner,"nltk, pyyaml, scikit-learn, spacy, transformers"
PaddlePaddle/PALM,paddlepaddle-gpu
shibing624/pysenti,jieba
chakki-works/CoARiJ,fire
OpenPecha/pybo,"botok, click, pytest, pyyaml"
charlesXu86/Time_Convert,"arrow, regex"
ypeleg/MinimalIsAllYouNeed,"keras, numpy"
artitw/text2class,"pandas, tensorflow"
ZFTurbo/Weighted-Boxes-Fusion,"numba, numpy, pandas"
saeeddhqan/Maryam,"beautifulsoup4, bertopic, certifi, cloudscraper, dask, flask, huggingface-hub, lxml, numpy, packaging, pandas, requests, scikit-learn, sentence-transformers, top2vec, transformers, typing-extensions, umap-learn"
facebookresearch/cc_net,"beautifulsoup4, fasttext, pandas, requests, sentencepiece"
sooftware/kospeech,"python-levenshtein, torch"
microsoft/MT-DNN,"boto3, colorlog, fairseq, future, numpy, pytest, pytorch-pretrained-bert, pyyaml, regex, scikit-learn, sentencepiece, tensorboard, tensorboardx, torch, tqdm, transformers"
AndriyMulyar/bert_document_classification,"configargparse, pytorch-transformers, scikit-learn, torch"
fgnt/sms_wsj,"sacred, sh, soundfile"
DemetersSon83/NRCLex,textblob
ltgoslo/simple_elmo,"h5py, numpy, pandas, scipy, smart-open"
ahoarfrost/fastBio,"biopython, fastai, torch, torchvision"
gramener/gramex-nlg,"humanize, spacy"
exportcomments/exportcomments-python,"requests, six"
liushaoweihua/keras-bert-ner,"flask, keras, loguru, numpy, requests, tensorflow, termcolor"
jsalbert/lyrics-generator-twitter-bot,"jupyter, numpy, pillow, regex, tqdm, tweepy"
sinovation/ZEN,"boto3, numpy, regex, requests, tqdm"
lyeoni/prenlp,"fasttext, ijson, konlpy, nltk, py7zr, sentencepiece"
pablodms/spacy-spanish-lemmatizer,spacy
revuel/PatternOmatic,spacy
nlpaueb/bioCaption,bs4
UWNETLAB/Nate,"gensim, joblib, networkx, numba, pandas, pillow, spacy, stop-words"
bcmi220/ggdp,"boto3, filelock, numpy, requests, tqdm"
minimaxir/aitextgen,"fire, pytorch-lightning, torch, transformers"
nyanp/nyaggle,"category-encoders, more-itertools, numpy, optuna, pandas, pyarrow, scikit-learn, seaborn, tqdm, transformers"
jidasheng/bi-lstm-crf,"numpy, pandas, torch, tqdm"
nedap/deidentify,"flair, loguru, nameparser, pandas, requests, spacy, torch, tqdm, unidecode"
abhijeet3922/finbert_embedding,"pytorch-pretrained-bert, tensorflow, torch"
writer/replaCy,"jsonschema, lemminflect, pyfunctional"
emora-chat/emora_stdm,"dill, importlib-resources, nltk, num2words, pathos, pytz, regex"
percevalw/nlstruct,"einops, fire, numpy, pandas, parse, pytorch-lightning, regex, scikit-learn, sentencepiece, torch, torchmetrics, tqdm, transformers, xxhash"
artitw/BERT_QA,"sentencepiece, tensorflow, tensorflow-gpu"
lucabenedetto/r2de-nlp-to-estimating-irt-parameters,"nltk, numpy, pandas, scikit-learn"
