full_name,included_libraries
banjtheman/localrag,unstructured
Neural-Bridge/nb-llm-cache,"google-auth, google-cloud"
laelhalawani/gguf_modeldb,"beautifulsoup4, requests"
uclaml/SPIN,vllm
YUCHEN005/GenTranslate,torch
zwq2018/Agent-Pro,"dashscope, numpy, termcolor"
zhiyuanhubj/UoT,setuptools
OpenCSGs/llm-inference,"rich, typer"
ntunlp/LLMSanitize,"datasets, evaluate, huggingface-hub, matplotlib, nltk, numpy, pandas, scipy, sentence-transformers, sentencepiece, torch, transformers, vllm"
AdamSobieszek/langtorch,numpy
jpmanson/llm_templates,"jinja2, requests"
tobiaskatsch/GatedLinearRNN,"flax, jax"
sheryc/resonance_rope,"hydra-core, lightning"
manooshree/PEFT-qLORA-Gemma2B,"bitsandbytes, datasets, huggingface-hub, peft, torch, transformers, trl"
Vimal-Mathew16/Text-to-Image,"accelerate, click, einops, fsspec, kornia, numpy, packaging, pillow, pydantic, pytorch-lightning, pytorch-warmup, sentencepiece, torch, torchvision, tqdm, transformers"
berylliumsec/eclipse,"prompt-toolkit, requests, termcolor, torch, transformers"
WENGSYX/ControlLM,"datasets, numpy, pandas, rich, torch, tqdm, transformers"
HishamAlyahya/PyLLM,"appdirs, datasets, filelock, jinja2, pytest, requests, tabulate, timeout-decorator"
TREMA-UNH/rubric-grading-workbench,pydantic
mi92/reverse-image-rag,"numpy, pandas, playwright, requests"
UKPLab/acl2024-triple-encoders,"datasets, numpy, pandas, sentence-transformers, torch, tqdm, transformers"
EQTPartners/GenCeption,"nltk, pillow, requests, scikit-learn, sentencepiece, transformers"
deeepsig/tokviz,"ipython, transformers"
mlsquare/fedem,"accelerate, datasets, einops, huggingface-hub, peft, torch, transformers"
ssmisya/MHR,"matplotlib, numpy"
jla524/road-to-llm,"numpy, tiktoken"
openai/transformer-debugger,"aiohttp, click, fastapi, fire, httpx, mypy, numpy, orjson, pre-commit, pydantic, pytest, pytest-asyncio, scikit-learn, starlette, tiktoken, torch, uvicorn"
lifeiteng/naturalspeech3_facodec,"einops, librosa, pyworld, soundfile"
apple/pytorch-speech-features,"numpy, scipy, torch"
PipableAI/pip-library-etl,transformers
F33RNI/LlM-Api-Open,"beautifulsoup4, flask, markdownify, selenium, undetected-chromedriver"
aniquetahir/JORA,torch
mustafaaljadery/mlxcli,"cmd2, mlx, mlx-lm"
Ereboas/TacoLM,"bitarray, cffi, hydra-core, numpy, packaging, regex, sacrebleu, scikit-learn, torch, torchaudio, tqdm"
hivenetwork-ai/hive-agent-py,"asyncpg, chromadb, fastapi, langtrace-python-sdk, llama-index, llama-index-llms-anthropic, llama-index-llms-gemini, llama-index-llms-mistralai, llama-index-llms-ollama, llama-index-llms-openai, llama-index-multi-modal-llms-openai, llama-index-vector-stores-chroma, llama-index-vector-stores-pinecone, openpyxl, python-dotenv, uvicorn, xlrd"
google-deepmind/codesembench,pytest
navjordj/RepoToText,gitpython
coppeliaMLA/timeline_ai,"langchain, langchain-openai, pandas, pypdf"
microsoft/source_parser,"autopep8, datasketch, lz4, networkx, ray, tqdm, tree-sitter"
ridgerchu/matmulfreellm,"einops, ninja, transformers"
astramind-ai/Mixture-of-depths,torch
jiasenlu/LL3M,"numpy, orbax-checkpoint, scipy, sentencepiece, tensorflow-cpu"
user1342/AutoCorpus,"accelerate, argparse, bitsandbytes, huggingface-hub, numpy, pyyaml, rich, setuptools, torch, torchaudio, torchvision, transformers"
pabloruizponce/in2IN,"lightning, matplotlib, numpy, opencv-python, pillow, pykeops, scipy, smplx, tabulate, termcolor, torch, torchaudio, torchvision, tqdm, yacs"
YihanWang617/llm-jailbreaking-defense,"accelerate, aiohttp, bitsandbytes, chardet, datasets, evaluate, fschat, matplotlib, nltk, numpy, pandas, scipy, seaborn, sentencepiece, torch, transformers"
mendableai/firecrawl-py,requests
Ying1123/VTC-artifact,"aiohttp, einops, fastapi, ninja, packaging, pyzmq, rpyc, safetensors, transformers, uvicorn, uvloop"
OpenDevin/OD-SWE-bench,"beautifulsoup4, chardet, datasets, ghapi, gitpython, python-dotenv, requests, rich, tqdm"
Mayo-Radiology-Informatics-Lab/conflare,"accelerate, bitsandbytes, chromadb, pypdf, sentence-transformers, torch, transformers"
bgorlick/getai,"aiofiles, aiohttp, prompt-toolkit, tenacity"
eureka-research/DrEureka,hydra-core
empower-ai/empower-functions,jinja2
AnswerDotAI/cold-compress,torch
AlibabaPAI/FLASHNN,torch
ldzhangyx/instruct-MusicGen,"hydra-core, lightning"
adithya-s-k/YoloGemma,"accelerate, gradio, numpy, opencv-python, pillow, sentencepiece, tiktoken, torch, transformers"
tianrun-chen/Reason3D-PyTorch,"einops, ftfy, inflect, matplotlib, nltk, opencv-python, potpourri3d, prettytable, pycocotools, scikit-learn, timm, tqdm, transformers, trimesh, yacs"
shenao-zhang/SELM,accelerate
hithqd/PointRWKV,"easydict, llvmlite, numba, numpy, pyyaml, scikit-image, tqdm"
wjbmattingly/spacyex,spacy
KatherLab/LLMAnonymizer-Publication,"flask, flask-socketio, lxml, openpyxl, pandas, pdfplumber, pymupdf"
AIAnytime/rag-evaluator,"bert-score, nltk, sacrebleu, textblob, textstat, torch, transformers"
dai-motoki/niwatoko,"google-cloud-aiplatform, moviepy, opencv-python, streamlit"
wukevin/proteinclip,"biotite, mpl-scatter-density, numpy, pandas, pytorch-lightning, scikit-learn, scipy, seaborn, torch"
ksDreamer/LLM-Robot,setuptools
abeleinin/mlx-xLSTM,mlx
Devs-Do-Code/ai4free,tls-client
Hypotheses-Paradise/UADF,torch
ruvnet/pygentic,"fastapi, httpx, litellm, pydantic, pydbantic, uvicorn"
luchris429/DiscoPOP,accelerate
Zyphra/Zyda_processing,"datasets, datasketch, ftfy, levenshtein, more-itertools, nltk, numpy, regex, scipy, tqdm, transformers, zstandard"
ttumiel/minRLHF,"datasets, numpy, torch, transformers"
J-Seo/KoCommonGEN-V2,"accelerate, datasets, einops, peft, pybind11, pycountry, pytablewriter, sacrebleu, scikit-learn, sqlitedict, torch, tqdm-multiprocess, transformers, zstandard"
instadeepai/multiomics-open-research,"click, dm-haiku, jax, jaxlib, joblib, numpy, pandas, pydantic, torch"
wondergo2017/LLM4DyG,"igraph, networkx, scikit-learn, scipy, snap-stanford"
Yixiao-Song/VeriScore,"spacy, tiktoken, tqdm"
AmanPriyanshu/GeneticPromptLab,"datasets, matplotlib, numpy, pandas, scikit-learn, scipy, sentence-transformers, setuptools, tqdm"
gsvh/jit,"click, gitpython, ollama, rich"
WildVision-AI/WildVision-Bench,"datasets, fire, icecream, json5, matplotlib, pandas, pillow, plotly, prettytable, pyyaml, regex, scikit-learn, tiktoken"
blueprintparadise/booknlp2,"spacy, tensorflow, torch, transformers"
NKU-HLT/PB-DSR,"bitarray, cffi, hydra-core, numpy, packaging, regex, sacrebleu, scikit-learn, torch, torchaudio, tqdm"
mzbac/mlx-nougat,"mlx, numpy, pillow, requests, transformers, wand"
osmr/pytorchcv,"numpy, requests, torch, torchvision"
Alpha-Innovator/StructEqTable-Deploy,"torch, transformers"
chisasaw/redcache-ai,"numpy, scikit-learn"
alexzhang13/flashattention2-custom-mask,torch
mzbac/mlx_sharding,"grpcio, grpcio-tools, mlx, mlx-lm, numpy, transformers"
rahulanand1103/rag-citation,"sentence-transformers, spacy"
rushizirpe/open-llm-server,"fastapi, numpy, pydantic, pydantic-settings, requests, torch, transformers, uvicorn"
huzongxiang/sowa,"hydra-core, lightning"
WildVision-AI/LMM-Engines,"accelerate, av, datasets, einops, fastapi, fire, google-generativeai, icecream, matplotlib, mistralai, numpy, opencv-python, peft, pillow, prettytable, requests, sentencepiece, timm, together, torch, tqdm, transformers, transformers-stream-generator, uvicorn"
othr-nlp/rage_toolkit,pandas
abinthomasonline/repopack-py,"chardet, colorama, halo"
RPL-CS-UCL/SDS,"accelerate, av, cloudpickle, gpustat, hydra-core, matplotlib, numpy, opencv-python, sentencepiece, stable-baselines3, transformers, wandb"
sanowl/LSLM-Listening-while-Speaking-Language-Model,"jax, librosa, matplotlib, numpy, soundfile, tensorflow, torch, torchaudio, transformers"
crazyyanchao/llmcompiler,"grandalf, langchain, langchain-openai, langgraph, pandas"
RevylAI/CogniSim,"attrs, loguru, lxml, numpy"
nicholishen/tooldantic,pydantic
YBZh/OpenOOD-VLM,"faiss-gpu, gdown, imgaug, json5, libmr, matplotlib, opencv-python, pandas, pre-commit, pyyaml, scikit-learn, scipy, torch, torchvision, tqdm"
TorchRWKV/rwkv-kit,torch
wjbmattingly/spacy-chunks,spacy
ZhangZhuoSJTU/CRAJobHarvester,"beautifulsoup4, colorama, jsonschema, requests, selenium"
PathOnAI/NaturalLanguageTerminal,"python-dotenv, rich, typer"
unclecode/tool4ai,"litellm, numpy, pyyaml"
naver-ai/usdm,"accelerate, datasets, deepspeed, ninja, packaging, pandas, peft, scikit-learn, scipy"
royshil/note-taker,sounddevice
mainnebula/Quill,"google-generativeai, python-dotenv, rich"
Thesys-lab/Helix-ASPLOS25,"gurobipy, matplotlib, networkx, numpy"
wooozihui/GlitchMiner,"torch, transformers"
langsec-ai/langsec,"pydantic, sqlglot, typing-extensions"
slavachalnev/SAE-TS,"huggingface-hub, kaleido, nest-asyncio, plotly, sae-lens, torch, transformer-lens"
mickwzh/codecon,"bertopic, gensim, importlib-resources, jieba, matplotlib, nltk, numpy, openpyxl, pandas, pip, scikit-learn, seaborn, torch, tqdm, transformers, xlrd"
jroakes/RepoCoder,"chardet, google-generativeai, python-dotenv"
bes-dev/gpt-scraper,"beautifulsoup4, htmlmin, nltk, pydantic, selenium"
NidumAI-Inc/agent-studio,"aiodns, aiohappyeyeballs, aiohttp, aiosignal, annoy, anyio, attrs, av, beautifulsoup4, caio, certifi, cffi, click, coloredlogs, deprecated, distro, dnspython, fastapi, flatbuffers, frozenlist, fsspec, greenlet, h11, httpcore, httpx, humanfriendly, idna, joblib, livekit, livekit-agents, livekit-api, livekit-plugins-deepgram, livekit-plugins-openai, livekit-plugins-rag, livekit-plugins-silero, livekit-protocol, llama-cloud, llama-index, llama-index-agent-openai, llama-index-core, llama-index-embeddings-openai, llama-index-indices-managed-llama-cloud, llama-index-llms-openai, llama-index-multi-modal-llms-openai, llama-index-question-gen-openai, llama-index-readers-file, llama-index-readers-llama-parse, llama-parse, lxml, marshmallow, mpmath, multidict, nest-asyncio, networkx, nltk, numpy, onnxruntime, packaging, pandas, pillow, pycares, pycparser, pydantic, pydantic-core, pyjwt, pymongo, pypdf, python-dateutil, python-docx, python-dotenv, python-multipart, pytz, pyyaml, regex, requests, setuptools, six, sniffio, soupsieve, sqlalchemy, starlette, striprtf, sympy, tenacity, tiktoken, tqdm, types-protobuf, typing-extensions, typing-inspect, tzdata, urllib3, uvicorn, watchfiles, wrapt, yarl"
astorfi/LLM-Alignment-Project,"datasets, fastapi, torch, transformers, uvicorn"
yoheinakajima/idealist,"litellm, numpy, pydantic, scikit-learn, setuptools"
Kami-code/HandsOnVLM-release,"accelerate, deepspeed, einops, lmdb, ninja, numpy, opencv-python, pandas, peft, scikit-learn, scipy, sentencepiece, timm, transformers, wandb"
arhansuba/solana-agentkit.py,"aiohttp, anchorpy, base58, cryptography, langchain, numpy, pillow, pydantic, pytest, pytest-asyncio, python-dotenv, requests, solana, typing-extensions, web3"
HICAI-ZJU/DePLM,"hydra-core, lightning"
Jacck/mcp-ortools,"aiohttp, asyncio, ortools, pydantic"
cisco-open/ResponsibleAI,"adversarial-robustness-toolbox, aif360, fairlearn, nltk, numpy, pandas, python-dotenv, scikit-learn, sqlitedict, tensorflow, torch, torchmetrics, torchvision"
microsoft/PhysioPro,"biosppy, numba, pandas, scipy, sktime, tensorboard, torch, torchcde, torchvision, tqdm"
